ImageId,Label
1219,1
1220,6
1221,0
1222,0
1223,1
1224,0
1225,3
1226,9
1227,4
1228,9
1229,9
1230,4
1231,9
1232,3
1233,0
1234,5
1235,4
1236,1
1237,9
1238,4
1239,9
1240,9
1241,9
1242,1
1243,7
1244,5
1245,4
1246,4
1247,1
1248,4
1249,3
1250,3
1251,6
1252,6
1253,0
1254,8
1255,3
1256,1
1257,7
1258,6
1259,5
1260,3
1261,1
1262,9
1263,8
1264,6
1265,2
1266,7
1267,9
1268,9
1269,2
1270,1
1271,1
1272,0
1273,1
1274,3
1275,0
1276,4
1277,0
1278,9
1279,7
1280,6
1281,1
1282,4
1283,7
1284,0
1285,7
1286,1
1287,0
1288,2
1289,3
1290,1
1291,2
1292,5
1293,4
1294,6
1295,5
1296,9
1297,5
1298,4
1299,3
1300,6
1301,6
1302,6
1303,1
1304,1
1305,4
1306,0
1307,9
1308,5
1309,0
1310,4
1311,6
1312,7
1313,9
1314,8
1315,9
1316,6
1317,2
1318,4
1319,7
1320,5
1321,9
1322,1
1323,6
1324,1
1325,8
1326,0
1327,8
1328,6
1329,9
1330,1
1331,3
1332,0
1333,3
1334,1
1335,9
1336,1
1337,4
1338,5
1339,5
1340,2
1341,3
1342,9
1343,1
1344,3
1345,3
1346,0
1347,0
1348,6
1349,1
1350,8
1351,3
1352,6
1353,7
1354,2
1355,3
1356,2
1357,9
1358,9
1359,1
1360,9
1361,9
1362,5
1363,7
1364,2
1365,8
1366,4
1367,5
1368,5
1369,6
1370,1
1371,7
1372,7
1373,6
1374,1
1375,1
1376,0
1377,3
1378,0
1379,9
1380,1
1381,9
1382,4
1383,0
1384,9
1385,7
1386,8
1387,9
1388,9
1389,9
1390,9
1391,5
1392,7
1393,9
1394,9
1395,9
1396,4
1397,9
1398,1
1399,7
1400,9
1401,1
1402,3
1403,9
1404,2
1405,9
1406,3
1407,9
1408,9
1409,6
1410,9
1411,9
1412,1
1413,5
1414,1
1415,1
1416,3
1417,7
1418,5
1419,1
1420,7
1421,9
1422,2
1423,3
1424,6
1425,8
1426,8
1427,9
1428,0
1429,8
1430,9
1431,4
1432,7
1433,1
1434,9
1435,6
1436,1
1437,9
1438,4
1439,9
1440,9
1441,6
1442,3
1443,1
1444,9
1445,9
1446,5
1447,0
1448,6
1449,9
1450,0
1451,9
1452,9
1453,9
1454,0
1455,9
1456,0
1457,9
1458,7
1459,0
1460,9
1461,6
1462,3
1463,3
1464,6
1465,2
1466,5
1467,3
1468,1
1469,7
1470,3
1471,1
1472,0
1473,2
1474,5
1475,9
1476,3
1477,3
1478,9
1479,4
1480,1
1481,5
1482,7
1483,6
1484,4
1485,4
1486,0
1487,7
1488,9
1489,9
1490,6
1491,7
1492,3
1493,9
1494,9
1495,5
1496,0
1497,1
1498,6
1499,4
1500,1
1501,0
1502,1
1503,9
1504,3
1505,9
1506,6
1507,0
1508,1
1509,3
1510,0
1511,7
1512,3
1513,6
1514,9
1515,2
1516,3
1517,1
1518,9
1519,7
1520,9
1521,3
1522,7
1523,9
1524,1
1525,1
1526,3
1527,9
1528,3
1529,2
1530,3
1531,4
1532,1
1533,5
1534,4
1535,0
1536,2
1537,0
1538,1
1539,0
1540,0
1541,9
1542,1
1543,3
1544,9
1545,3
1546,9
1547,9
1548,7
1549,9
1550,4
1551,6
1552,9
1553,1
1554,9
1555,2
1556,7
1557,4
1558,9
1559,9
1560,0
1561,5
1562,7
1563,4
1564,9
1565,1
1566,0
1567,1
1568,9
1569,9
1570,6
1571,9
1572,0
1573,5
1574,7
1575,4
1576,2
1577,6
1578,1
1579,2
1580,6
1581,3
1582,1
1583,5
1584,1
1585,6
1586,6
1587,2
1588,4
1589,0
1590,2
1591,3
1592,6
1593,9
1594,9
1595,3
1596,9
1597,1
1598,3
1599,2
1600,1
1601,5
1602,7
1603,7
1604,6
1605,2
1606,0
1607,3
1608,1
1609,9
1610,1
1611,5
1612,3
1613,3
1614,3
1615,1
1616,9
1617,3
1618,6
1619,1
1620,1
1621,2
1622,6
1623,1
1624,3
1625,4
1626,4
1627,9
1628,6
1629,6
1630,2
1631,3
1632,9
1633,6
1634,6
1635,1
1636,0
1637,7
1638,5
1639,8
1640,9
1641,3
1642,7
1643,7
1644,2
1645,1
1646,4
1647,6
1648,1
1649,0
1650,0
1651,1
1652,7
1653,9
1654,2
1655,8
1656,9
1657,6
1658,6
1659,4
1660,9
1661,1
1662,3
1663,5
1664,1
1665,9
1666,3
1667,6
1668,6
1669,5
1670,6
1671,5
1672,3
1673,4
1674,5
1675,9
1676,8
1677,2
1678,6
1679,1
1680,3
1681,3
1682,3
1683,6
1684,9
1685,3
1686,4
1687,1
1688,3
1689,3
1690,7
1691,1
1692,3
1693,6
1694,6
1695,1
1696,7
1697,4
1698,1
1699,9
1700,0
1701,6
1702,9
1703,0
1704,9
1705,1
1706,3
1707,0
1708,8
1709,0
1710,7
1711,9
1712,1
1713,9
1714,9
1715,4
1716,9
1717,7
1718,0
1719,3
1720,1
1721,3
1722,3
1723,2
1724,0
1725,4
1726,2
1727,1
1728,6
1729,5
1730,9
1731,2
1732,4
1733,1
1734,9
1735,0
1736,0
1737,3
1738,5
1739,1
1740,0
1741,5
1742,5
1743,3
1744,9
1745,1
1746,8
1747,1
1748,0
1749,0
1750,5
1751,7
1752,1
1753,4
1754,9
1755,3
1756,7
1757,0
1758,0
1759,9
1760,0
1761,3
1762,4
1763,7
1764,9
1765,1
1766,9
1767,4
1768,5
1769,3
1770,1
1771,3
1772,6
1773,6
1774,4
1775,3
1776,2
1777,5
1778,6
1779,7
1780,4
1781,9
1782,5
1783,7
1784,0
1785,6
1786,6
1787,2
1788,0
1789,0
1790,2
1791,9
1792,1
1793,9
1794,6
1795,9
1796,0
1797,2
1798,6
1799,0
1800,8
1801,0
1802,0
1803,0
1804,0
1805,3
1806,0
1807,4
1808,3
1809,6
1810,2
1811,8
1812,6
1813,0
1814,3
1815,1
1816,9
1817,3
1818,6
1819,0
1820,2
1821,7
1822,1
1823,1
1824,3
1825,9
1826,9
1827,3
1828,3
1829,2
1830,9
1831,9
1832,6
1833,8
1834,9
1835,1
1836,0
1837,0
1838,9
1839,0
1840,6
1841,6
1842,6
1843,4
1844,3
1845,0
1846,6
1847,7
1848,1
1849,9
1850,8
1851,3
1852,9
1853,8
1854,4
1855,7
1856,4
1857,3
1858,6
1859,5
1860,7
1861,3
1862,1
1863,6
1864,7
1865,1
1866,3
1867,1
1868,9
1869,3
1870,1
1871,5
1872,6
1873,2
1874,4
1875,9
1876,0
1877,2
1878,1
1879,2
1880,7
1881,4
1882,4
1883,9
1884,3
1885,9
1886,9
1887,1
1888,1
1889,3
1890,9
1891,9
1892,1
1893,6
1894,9
1895,0
1896,1
1897,1
1898,0
1899,5
1900,4
1901,0
1902,0
1903,0
1904,3
1905,7
1906,9
1907,8
1908,5
1909,9
1910,9
1911,1
1912,4
1913,0
1914,9
1915,1
1916,7
1917,6
1918,0
1919,9
1920,9
1921,0
1922,6
1923,7
1924,2
1925,9
1926,2
1927,1
1928,9
1929,4
1930,3
1931,9
1932,8
1933,9
1934,3
1935,6
1936,1
1937,8
1938,3
1939,9
1940,3
1941,7
1942,7
1943,0
1944,9
1945,6
1946,9
1947,9
1948,4
1949,6
1950,0
1951,7
1952,4
1953,5
1954,1
1955,7
1956,9
1957,8
1958,0
1959,4
1960,1
1961,3
1962,3
1963,6
1964,9
1965,3
1966,6
1967,1
1968,9
1969,8
1970,0
1971,9
1972,4
1973,7
1974,1
1975,1
1976,4
1977,6
1978,9
1979,3
1980,0
1981,9
1982,4
1983,4
1984,4
1985,0
1986,1
1987,0
1988,1
1989,7
1990,9
1991,9
1992,1
1993,7
1994,5
1995,6
1996,1
1997,0
1998,3
1999,3
2000,7
2001,9
2002,6
2003,1
2004,6
2005,7
2006,6
2007,3
2008,9
2009,7
2010,1
2011,1
2012,4
2013,1
2014,6
2015,6
2016,7
2017,9
2018,2
2019,9
2020,7
2021,0
2022,9
2023,9
2024,6
2025,5
2026,6
2027,8
2028,3
2029,1
2030,9
2031,6
2032,9
2033,2
2034,9
2035,1
2036,8
2037,6
2038,9
2039,6
2040,2
2041,9
2042,9
2043,1
2044,4
2045,4
2046,2
2047,9
2048,0
2049,2
2050,4
2051,0
2052,9
2053,4
2054,8
2055,8
2056,5
2057,3
2058,3
2059,3
2060,5
2061,9
2062,0
2063,7
2064,0
2065,4
2066,7
2067,1
2068,9
2069,1
2070,9
2071,9
2072,4
2073,6
2074,9
2075,4
2076,1
2077,9
2078,0
2079,0
2080,2
2081,2
2082,1
2083,6
2084,2
2085,2
2086,6
2087,0
2088,9
2089,5
2090,3
2091,7
2092,3
2093,3
2094,7
2095,9
2096,6
2097,2
2098,3
2099,4
2100,2
2101,7
2102,9
2103,1
2104,6
2105,2
2106,6
2107,1
2108,3
2109,8
2110,0
2111,0
2112,7
2113,6
2114,2
2115,6
2116,4
2117,0
2118,6
2119,2
2120,1
2121,9
2122,2
2123,5
2124,7
2125,4
2126,6
2127,2
2128,0
2129,6
2130,5
2131,6
2132,9
2133,4
2134,4
2135,1
2136,6
2137,9
2138,1
2139,4
2140,6
2141,6
2142,1
2143,9
2144,2
2145,0
2146,1
2147,0
2148,8
2149,1
2150,4
2151,2
2152,0
2153,3
2154,6
2155,4
2156,0
2157,8
2158,3
2159,0
2160,6
2161,9
2162,1
2163,0
2164,7
2165,3
2166,3
2167,6
2168,1
2169,6
2170,1
2171,9
2172,0
2173,2
2174,0
2175,7
2176,9
2177,0
2178,2
2179,7
2180,1
2181,4
2182,6
2183,0
2184,9
2185,6
2186,8
2187,9
2188,1
2189,7
2190,9
2191,9
2192,9
2193,4
2194,7
2195,4
2196,9
2197,3
2198,9
2199,9
2200,3
2201,1
2202,9
2203,3
2204,6
2205,4
2206,0
2207,2
2208,4
2209,1
2210,9
2211,0
2212,6
2213,6
2214,1
2215,2
2216,6
2217,9
2218,3
2219,9
2220,3
2221,1
2222,9
2223,5
2224,4
2225,0
2226,1
2227,0
2228,2
2229,1
2230,1
2231,4
2232,2
2233,6
2234,1
2235,1
2236,7
2237,9
2238,4
2239,3
2240,0
2241,3
2242,9
2243,1
2244,5
2245,9
2246,6
2247,6
2248,3
2249,3
2250,3
2251,9
2252,8
2253,3
2254,6
2255,9
2256,1
2257,4
2258,6
2259,0
2260,4
2261,0
2262,3
2263,6
2264,0
2265,1
2266,3
2267,0
2268,8
2269,2
2270,0
2271,1
2272,5
2273,3
2274,9
2275,9
2276,7
2277,6
2278,9
2279,9
2280,7
2281,9
2282,6
2283,3
2284,1
2285,6
2286,0
2287,6
2288,2
2289,9
2290,1
2291,3
2292,4
2293,2
2294,1
2295,5
2296,3
2297,6
2298,6
2299,8
2300,9
2301,6
2302,3
2303,0
2304,3
2305,4
2306,9
2307,3
2308,3
2309,1
2310,9
2311,4
2312,5
2313,9
2314,7
2315,0
2316,1
2317,2
2318,6
2319,1
2320,6
2321,6
2322,4
2323,6
2324,5
2325,9
2326,3
2327,4
2328,6
2329,3
2330,0
2331,8
2332,2
2333,8
2334,9
2335,9
2336,7
2337,9
2338,9
2339,9
2340,9
2341,9
2342,6
2343,9
2344,9
2345,6
2346,9
2347,3
2348,6
2349,6
2350,0
2351,9
2352,9
2353,9
2354,9
2355,4
2356,1
2357,2
2358,2
2359,1
2360,9
2361,0
2362,4
2363,6
2364,9
2365,1
2366,8
2367,0
2368,8
2369,0
2370,9
2371,0
2372,2
2373,4
2374,9
2375,1
2376,1
2377,6
2378,7
2379,6
2380,2
2381,9
2382,3
2383,4
2384,6
2385,3
2386,6
2387,3
2388,7
2389,5
2390,9
2391,1
2392,0
2393,0
2394,7
2395,7
2396,1
2397,6
2398,0
2399,9
2400,1
2401,9
2402,8
2403,6
2404,1
2405,9
2406,0
2407,1
2408,6
2409,1
2410,9
2411,9
2412,0
2413,1
2414,4
2415,9
2416,9
2417,1
2418,4
2419,2
2420,2
2421,3
2422,9
2423,0
2424,0
2425,4
2426,9
2427,9
2428,3
2429,4
2430,2
2431,5
2432,0
2433,0
2434,3
2435,1
2436,3
2437,9
2438,9
2439,0
2440,1
2441,9
2442,1
2443,9
2444,8
2445,6
2446,2
2447,3
2448,4
2449,4
2450,1
2451,0
2452,2
2453,3
2454,5
2455,3
2456,6
2457,9
2458,1
2459,9
2460,5
2461,7
2462,0
2463,3
2464,3
2465,9
2466,1
2467,0
2468,3
2469,3
2470,9
2471,9
2472,3
2473,1
2474,9
2475,4
2476,3
2477,3
2478,4
2479,0
2480,7
2481,1
2482,2
2483,9
2484,5
2485,1
2486,4
2487,9
2488,7
2489,9
2490,6
2491,1
2492,0
2493,4
2494,6
2495,9
2496,0
2497,9
2498,1
2499,1
2500,4
2501,3
2502,7
2503,6
2504,4
2505,1
2506,9
2507,3
2508,6
2509,1
2510,0
2511,2
2512,6
2513,1
2514,0
2515,6
2516,9
2517,6
2518,6
2519,9
2520,1
2521,0
2522,2
2523,0
2524,0
2525,5
2526,0
2527,3
2528,3
2529,0
2530,6
2531,6
2532,4
2533,1
2534,5
2535,9
2536,2
2537,9
2538,6
2539,9
2540,1
2541,1
2542,3
2543,0
2544,1
2545,1
2546,9
2547,0
2548,1
2549,9
2550,9
2551,3
2552,6
2553,8
2554,7
2555,2
2556,3
2557,7
2558,7
2559,6
2560,9
2561,4
2562,5
2563,7
2564,1
2565,3
2566,6
2567,0
2568,9
2569,9
2570,4
2571,6
2572,8
2573,6
2574,4
2575,1
2576,0
2577,3
2578,3
2579,8
2580,1
2581,9
2582,9
2583,1
2584,6
2585,7
2586,7
2587,9
2588,7
2589,6
2590,2
2591,9
2592,3
2593,3
2594,1
2595,4
2596,5
2597,9
2598,2
2599,4
2600,0
2601,6
2602,9
2603,1
2604,3
2605,9
2606,6
2607,0
2608,1
2609,6
2610,7
2611,9
2612,5
2613,4
2614,5
2615,9
2616,9
2617,6
2618,1
2619,3
2620,3
2621,3
2622,2
2623,1
2624,6
2625,4
2626,1
2627,9
2628,9
2629,6
2630,6
2631,6
2632,4
2633,3
2634,9
2635,4
2636,9
2637,9
2638,5
2639,6
2640,3
2641,1
2642,6
2643,2
2644,2
2645,7
2646,6
2647,9
2648,4
2649,7
2650,4
2651,1
2652,0
2653,1
2654,9
2655,0
2656,2
2657,4
2658,9
2659,0
2660,9
2661,8
2662,9
2663,0
2664,9
2665,6
2666,7
2667,4
2668,9
2669,7
2670,0
2671,2
2672,1
2673,6
2674,6
2675,9
2676,6
2677,4
2678,3
2679,2
2680,6
2681,6
2682,1
2683,9
2684,4
2685,9
2686,3
2687,1
2688,4
2689,1
2690,3
2691,6
2692,3
2693,9
2694,0
2695,9
2696,0
2697,1
2698,6
2699,9
2700,7
2701,7
2702,3
2703,0
2704,9
2705,3
2706,1
2707,9
2708,6
2709,6
2710,7
2711,7
2712,1
2713,0
2714,5
2715,1
2716,6
2717,9
2718,8
2719,6
2720,7
2721,3
2722,7
2723,6
2724,9
2725,8
2726,5
2727,9
2728,5
2729,1
2730,1
2731,6
2732,4
2733,9
2734,6
2735,1
2736,6
2737,9
2738,9
2739,5
2740,3
2741,9
2742,7
2743,9
2744,7
2745,4
2746,7
2747,0
2748,6
2749,3
2750,1
2751,4
2752,3
2753,1
2754,9
2755,6
2756,3
2757,0
2758,0
2759,2
2760,3
2761,9
2762,8
2763,1
2764,1
2765,2
2766,1
2767,3
2768,2
2769,3
2770,1
2771,0
2772,3
2773,9
2774,5
2775,9
2776,7
2777,9
2778,0
2779,1
2780,1
2781,1
2782,1
2783,1
2784,3
2785,2
2786,6
2787,6
2788,8
2789,9
2790,9
2791,7
2792,6
2793,7
2794,5
2795,1
2796,0
2797,6
2798,9
2799,9
2800,4
2801,9
2802,4
2803,1
2804,0
2805,8
2806,1
2807,0
2808,5
2809,6
2810,9
2811,9
2812,1
2813,9
2814,6
2815,9
2816,5
2817,1
2818,5
2819,1
2820,1
2821,4
2822,9
2823,0
2824,1
2825,1
2826,4
2827,6
2828,1
2829,9
2830,1
2831,9
2832,6
2833,9
2834,2
2835,6
2836,6
2837,1
2838,1
2839,1
2840,9
2841,3
2842,6
2843,1
2844,1
2845,6
2846,1
2847,2
2848,1
2849,9
2850,4
2851,5
2852,9
2853,7
2854,1
2855,0
2856,6
2857,3
2858,6
2859,9
2860,3
2861,3
2862,9
2863,9
2864,1
2865,1
2866,6
2867,0
2868,3
2869,1
2870,0
2871,1
2872,6
2873,4
2874,3
2875,9
2876,0
2877,8
2878,0
2879,3
2880,1
2881,4
2882,9
2883,6
2884,1
2885,4
2886,0
2887,9
2888,6
2889,9
2890,3
2891,9
2892,4
2893,0
2894,6
2895,9
2896,9
2897,3
2898,3
2899,1
2900,3
2901,6
2902,3
2903,1
2904,1
2905,3
2906,0
2907,0
2908,7
2909,9
2910,3
2911,1
2912,6
2913,0
2914,6
2915,7
2916,6
2917,3
2918,4
2919,7
2920,2
2921,6
2922,9
2923,9
2924,9
2925,4
2926,2
2927,9
2928,9
2929,1
2930,9
2931,1
2932,7
2933,9
2934,3
2935,7
2936,3
2937,9
2938,6
2939,9
2940,6
2941,1
2942,9
2943,7
2944,4
2945,7
2946,9
2947,9
2948,9
2949,9
2950,9
2951,9
2952,3
2953,2
2954,6
2955,9
2956,0
2957,7
2958,6
2959,1
2960,0
2961,6
2962,2
2963,9
2964,3
2965,5
2966,6
2967,9
2968,3
2969,9
2970,1
2971,2
2972,2
2973,9
2974,9
2975,9
2976,8
2977,1
2978,1
2979,1
2980,4
2981,9
2982,6
2983,1
2984,7
2985,0
2986,9
2987,9
2988,2
2989,7
2990,2
2991,9
2992,1
2993,8
2994,7
2995,1
2996,8
